,tweet_created_at,tweet_id,tweet_text,tweet_source,tweet_coordinate,tweet_retweet_count,tweet_likes_count,user_id_list,user_name_list,user_screen_name_list,user_location_list,user_followers_count_list,user_friends_count_list,user_created_at_list,user_is_verified_list,user_description_list
26,2020-12-01 23:41:52,1333919273627119618,"RT @SeyitanAtigarin: Mr. Eze is not backing down, Justice Okuwobi wants to give her ruling regarding the matter even as both lawyers Mr. Ez…",Twitter for Android,,9,0,153533489,Sex Positive Goddess,Dee_Lexie,Indoors ,773,236,2010-06-08 20:21:19,False,"Kinda Quiet on Social Media, CrayCray in Reality.


       I host a Sex positive, Marijuana loving and cussing allowed Podcast on @anchor."
27,2020-12-01 23:41:52,1333919271785816065,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter Web App,,2801,0,1926839929,R. 🤶🏾🍸🎄,Rollyxx_,U.E.S.,379,93,2013-10-02 13:03:31,False,"5 foot something with the skinny jeans

#BuhariHasBeenABadBoy"
28,2020-12-01 23:41:51,1333919268979810304,RT @TopeAkinyode: BREAKING: House of Reps condemns the UK Parliament's position on #EndSARS &amp; the allegation against General Gowon. The Hou…,Twitter for iPhone,,2456,0,1877147989,Ade,addeolar,,1011,887,2013-09-17 22:20:59,False,Lover for songs🎶🎶🎶 Aspiring Actress🎬🎥🎥 Crazy quite child😲😲😲
29,2020-12-01 23:41:49,1333919261434273798,"RT @SeyitanAtigarin: His lawyer Mr. Gazali comes to his defense, he argues - “It is the right of the petitioner, if there is any pending ap…",Twitter for Android,,11,0,153533489,Sex Positive Goddess,Dee_Lexie,Indoors ,773,236,2010-06-08 20:21:19,False,"Kinda Quiet on Social Media, CrayCray in Reality.


       I host a Sex positive, Marijuana loving and cussing allowed Podcast on @anchor."
30,2020-12-01 23:41:42,1333919233722478592,"RT @SeyitanAtigarin: Next petitioner is Bonu Pascal and before he starts to testify, police counsel states that his case is pending before…",Twitter for Android,,13,0,153533489,Sex Positive Goddess,Dee_Lexie,Indoors ,773,236,2010-06-08 20:21:19,False,"Kinda Quiet on Social Media, CrayCray in Reality.


       I host a Sex positive, Marijuana loving and cussing allowed Podcast on @anchor."
31,2020-12-01 23:41:38,1333919214076387329,"RT @SeyitanAtigarin: Again the police counsel says they can’t identify a Mr. Ayo, another police officer who is a respondent in their case.…",Twitter for Android,,10,0,153533489,Sex Positive Goddess,Dee_Lexie,Indoors ,773,236,2010-06-08 20:21:19,False,"Kinda Quiet on Social Media, CrayCray in Reality.


       I host a Sex positive, Marijuana loving and cussing allowed Podcast on @anchor."
32,2020-12-01 23:41:35,1333919203552677889,"RT @OkayAfrica: ""I would never think that asking to not be killed will result in more killings.""

@adekunleGOLD gives us his thoughts on #E…",TweetDeck,,11,0,47797603,Úchèńnà Ogbújí,uogbuji,"Superior, Colorado, USA",1280,497,2009-06-17 00:56:47,False,"Igbo-Nigerian-American immigrant poet/editor, engineer/entrepreneur (@Zepheiraorg). Classicist cum Hip-hopper, snowboarder, soccer  player/coach, Gooner."
33,2020-12-01 23:41:30,1333919179590791179,RT @DavidHundeyin: It's the same behaviour with #EndSARS. Some people saw it as their big ticket to social capital and simply gorged themse…,Twitter for iPhone,,71,0,96352997,RB 😎 ~ Rilwan Balogun ~,Real001,The Mothership ,1429,1469,2009-12-12 14:34:56,False,Multilayered. Discovering my own depth a fathom at a time.
34,2020-12-01 23:41:29,1333919175425855488,"RT @OkayAfrica: ""I would never think that asking to not be killed will result in more killings.""

@adekunleGOLD gives us his thoughts on #E…",Twitter for iPhone,,11,0,2251886367,اندريا,andreakouaho,,1762,879,2013-12-30 11:42:51,False,"Music, Africa & Creative Junkie. Podcaster, Playlist Curator, DJ and the rest of time I multitask. Strategy| Marketing|Digital|Management. https://t.co/C62RBLoeIf"
35,2020-12-01 23:41:19,1333919136615981057,"RT @SeyitanAtigarin: The next petitioner is called forward, Mr. Olajide Owotade. His case has also been adjourned in the past, he alleges b…",Twitter for Android,,16,0,153533489,Sex Positive Goddess,Dee_Lexie,Indoors ,773,236,2010-06-08 20:21:19,False,"Kinda Quiet on Social Media, CrayCray in Reality.


       I host a Sex positive, Marijuana loving and cussing allowed Podcast on @anchor."
36,2020-12-01 23:41:16,1333919122460172291,RT @SeyitanAtigarin: After deliberating the panel decides to have the case adjourned to the 8th of December. While also ordering the regist…,Twitter for Android,,11,0,153533489,Sex Positive Goddess,Dee_Lexie,Indoors ,773,236,2010-06-08 20:21:19,False,"Kinda Quiet on Social Media, CrayCray in Reality.


       I host a Sex positive, Marijuana loving and cussing allowed Podcast on @anchor."
37,2020-12-01 23:41:14,1333919114994331649,RT @jewpaper: YA FAVORITE RAPPER’s FAVORITE RAPPER 💡 #EndSARS #SARSk https://t.co/cpW48rHsfu,Twitter for iPhone,,7,0,220524736,sabrina.,anirbasmm,at this point idk,700,633,2010-11-28 01:37:48,False,"samari’s mother. 🧸 fat, but I used to be fatter. 💅🏽"
38,2020-12-01 23:41:12,1333919105884315653,"RT @SeyitanAtigarin: Still on the matter, Mr. E tries his best to convince the panel as to why an adjournment is necessary. #ENDSARS https:…",Twitter for Android,,10,0,153533489,Sex Positive Goddess,Dee_Lexie,Indoors ,773,236,2010-06-08 20:21:19,False,"Kinda Quiet on Social Media, CrayCray in Reality.


       I host a Sex positive, Marijuana loving and cussing allowed Podcast on @anchor."
39,2020-12-01 23:41:04,1333919072719937536,"RT @GabrielChukwue6: It is quite laughable that the Nigerian minister of information, who was threatening Britain for a war, is now telling…",Twitter for Android,,40,0,815228696080416768,EMEKA GREAT,EMEKAGREAT1,,310,602,2016-12-31 16:10:42,False,#Biafra is me
40,2020-12-01 23:40:54,1333919030537826304,"RT @AishaYesufu: Dear Governor Zulum
When are you calling out the Commander-in-chief the way you called out #EndSARS protesters?
Buhari @MB…",Twitter for iPhone,,1002,0,882538948836245504,Jerry🌍🇳🇬🇨🇦,black_okoh4,"Ontario, Canada",148,161,2017-07-05 09:57:37,False,peace ✌️ and love ❤️
41,2020-12-01 23:40:52,1333919019955605506,"RT @HRC_Ngo: He's back home!!! 
Scarred, but OK. 
He was one of the many random arrests on the night of the massacre. 
Thank you so much fo…",Twitter for Android,,31,0,1268469523390304261,equinoid🐙,Erioquinox,,239,322,2020-06-04 09:08:11,False,"magnificent,absolutely magnificent 

Medico(in the works) . hip-hop/rap lover . 

self styled critic👾"
42,2020-12-01 23:40:45,1333918990985379840,"""I would never think that asking to not be killed will result in more killings.""

@adekunleGOLD gives us his though… https://t.co/XlxT7yNchr",Twitter Web App,,11,25,92148954,OkayAfrica,OkayAfrica,continent | diaspora | world,108857,1899,2009-11-23 23:51:39,True,"Connecting a global audience to Africa. 
✉️ :  contribute@okayafrica.com"
43,2020-12-01 23:40:43,1333918984882823169,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for Android,,2801,0,2982388300,OMOLOLA GOLD,_omolola_gold,Nigeria,1364,1337,2015-01-17 10:08:56,False,
44,2020-12-01 23:40:31,1333918934312103938,RT @buzzcapital: Arise o compatriots to the call of duty against injustice! The agents of tyranny in Lagos have a date with history. office…,Twitter for Android,,66,0,1323980203299950594,Michael Babb,Michael57581513,,0,4,2020-11-04 13:27:42,False,
45,2020-12-01 23:40:30,1333918929799016448,"RT @MERMAH_: We were all smiling... hopeful that we would change the silent trends and #EndSARS 
No idea about the terror we were about to…",Twitter Web App,,21,0,821626819,PINnky #SayNoToBadGovernment,PIPI_PINOKIOH,,15,161,2012-09-13 14:38:52,False,Good Good Loving
46,2020-12-01 23:40:19,1333918883582009348,RT @TopeAkinyode: BREAKING: House of Reps condemns the UK Parliament's position on #EndSARS &amp; the allegation against General Gowon. The Hou…,Twitter for iPhone,,2456,0,315235176,Peppeli,Iam_NETE,"Lagos, Nigeria",262,400,2011-06-11 14:43:13,False,Back-End Developer! 🤖🤖 A Humming bird creaking the door to your soul.
47,2020-12-01 23:40:14,1333918862891356161,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for Android,,2801,0,475206221,Kelvin,norquer,"Lagos, Nigeria",5075,2388,2012-01-26 20:13:38,False,"Husband, Builder, Project manager, Pianist. Soldier for a better Nigeria. I play on the side of Justice, Equality and Equity. Jesus is Lord. MUFC."
48,2020-12-01 23:40:09,1333918841223610368,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for iPhone,,2801,0,167297428,Kellz ❤️ || #EndSARS 🇳🇬,kaycn,United Kingdom,1001,600,2010-07-16 06:27:47,False,Feminist| Proud Igbo babe| CU Alumni| #EssexMBA |Saved| Loved| Happy |
49,2020-12-01 23:40:08,1333918837050400770,"RT @SeyitanAtigarin: The time is now 10:30 AM. For some reason today, media is being restricted. We showed up in court today and all these…",Twitter for Android,,252,0,153533489,Sex Positive Goddess,Dee_Lexie,Indoors ,773,236,2010-06-08 20:21:19,False,"Kinda Quiet on Social Media, CrayCray in Reality.


       I host a Sex positive, Marijuana loving and cussing allowed Podcast on @anchor."
0,2020-12-01 23:40:08,1333918837050400770,"RT @SeyitanAtigarin: The time is now 10:30 AM. For some reason today, media is being restricted. We showed up in court today and all these…",Twitter for Android,,252,0,153533489,Sex Positive Goddess,Dee_Lexie,Indoors ,773,236,2010-06-08 20:21:19,False,"Kinda Quiet on Social Media, CrayCray in Reality.


       I host a Sex positive, Marijuana loving and cussing allowed Podcast on @anchor."
1,2020-12-01 23:40:04,1333918820965249024,"Hi @DrAhmadLawan @femigbaja You have committed to probe crimes, #EndSARS and #EndPoliceBrutalityInNigeria. I am cou… https://t.co/QaWV745JP6",Global Citizen Mobile App,,0,0,3377471135,Mady,madystyle26,,158,450,2015-07-15 15:52:05,False,
2,2020-12-01 23:40:01,1333918807430193152,Mak una help me beg @teamyoutube ooo e clear say #Endsars videos wey I post don get my channel terminated from dere… https://t.co/2n3VDXquRr,Twitter for iPhone,,0,0,105099542,SHEWOLF,Mxshewolf,Earth,1258,1260,2010-01-15 10:48:32,False,Be Kind & Enjoy Life
3,2020-12-01 23:39:47,1333918748802244612,"RT @dondekojo: Even Oputa Panel was live on TV, the then President was summoned and he showed up to be questioned by Beko Kuti/ Falana. Let…",Twitter for Android,,1262,0,2978249818,OLUWAsegun,ItsGhoke,Everywhere,1730,1174,2015-01-14 15:27:21,False,"BLACK by Nature,PROUD by CHOICE...Certified NAIJA Boy...Confam Yoruba Boy but don't get it twisted na for PH City I grow up!!!A True BLUE(CFC)...Vector💙"
4,2020-12-01 23:39:47,1333918747829170176,RT @mydeji247: Promote Taiwo for defending #EndSARS killings. Demote Adeniyi for inadvertent real life battlefield reports.,Twitter for iPhone,,252,0,241715017,Lumbar Spondylosis,its__homicide,Crimea,1646,700,2011-01-22 23:48:40,False,I’m pretty much Amazing.
5,2020-12-01 23:39:47,1333918747766231040,"RT @buzzcapital: As U Dey watch Real Madrid game, remember say Nicholas Mbah go dey court tomorrow by 7am yaba magistrate court (court room…",Twitter for iPhone,,22,0,455248161,Jideako,eyebuggy,"Lagos, Nigeria",3648,4450,2012-01-04 22:17:18,False,Impossible is nothing!!
6,2020-12-01 23:39:38,1333918712957722630,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for iPhone,,2801,0,328510855,Manwe's Herald,Primus_unbound,Lagos,686,678,2011-07-03 14:26:20,False,Human.
7,2020-12-01 23:39:37,1333918705768669184,"RT @NewNigeriaNet: The unity of the oppressed is the downfall of our oppressors, let's be in court by 7am on Wednesday dec 2nd. Nicholas Mb…",Twitter for iPhone,,69,0,455248161,Jideako,eyebuggy,"Lagos, Nigeria",3648,4450,2012-01-04 22:17:18,False,Impossible is nothing!!
8,2020-12-01 23:39:28,1333918668691025920,"RT @BlvckDotun: This is a letter to jide sanwolu!! For the killing during the #endSARs at Lekki 
10-20-20 will always be remembered 🤲🏿❤️ ht…",Twitter for iPhone,,550,0,874441934626074624,Fire Vibe 🔥,rellyfire,Nigeria,708,4997,2017-06-13 01:42:58,False,"Am an Aquarian 👌 A footballer,Soccer Lover/Player(Winger),Positive Vibe Always,Sarcasm 🤮,Motivational Speaker 🔊Human Right Activist 💪🏼"
9,2020-12-01 23:39:22,1333918643034451969,RT @crazytinny007: Hope you know what's going on here so just create the awareness and soro soke we meuvee #freedomforall #ENDSARS https://…,Twitter for iPhone,,10,0,1318656974754631681,E$angboySelassie,esangboy,,3,11,2020-10-20 20:55:13,False,The revolution is now!!!!!!
10,2020-12-01 23:39:19,1333918630644486144,"12:2:2020 no progress, 10:20:2020 #LekkiMassaccre #endSARs #EndPoliceBrutality #EndBadGovernanceinNIGERIA &amp; Now… https://t.co/hds6jX4Fs3",Twitter for iPhone,,0,0,1151456487308500992,E.,elithinker,,60,159,2019-07-17 11:39:54,False,"simplicity says a lot. #endsars. Truth unbiased & unfiltered, I don't care even if it hurt me, I will tell it."
11,2020-12-01 23:39:17,1333918625502294016,"RT @elkareemeey: Northern Governors are not worried about this. Social media, endsars protesters, and fake news are their major concerns. s…",Twitter for Android,,63,0,1699209757,DOPE MAN,Sadeeq_Kurfii,"Kaduna, Nigeria",1393,940,2013-08-25 13:15:34,False,|| Islam || Hausa/Fulani || EX-DANFODITE || Nigeria || Real Madrid ⚽ ||
12,2020-12-01 23:39:12,1333918604409106432,RT @TopeAkinyode: BREAKING: House of Reps condemns the UK Parliament's position on #EndSARS &amp; the allegation against General Gowon. The Hou…,Twitter for Android,,2456,0,4263685539,Schopenhauer,therebelandre,out of nigeria in jesus name,1110,1326,2015-11-24 09:43:03,False,"Actor | Believer | Cule | Musicophile | Unapologetically Igbo                  
📧: chinonsoaekemezie@gmail.com"
13,2020-12-01 23:38:59,1333918546892558337,RT @Ashoka: The #EndSARS protests against police brutality have rocked Nigeria and the world. #AshokaFellow @gbengasesan of @ParadigmHQ war…,TweetDeck,,12,0,23137747,'Gbénga Ṣẹ̀san,gbengasesan,Nigeria,108023,1060,2009-03-06 23:46:49,True,"Oko Tèmíladé. Bàbá 'Ládi ati 'Tìmí. Executive Director, @ParadigmHQ"
14,2020-12-01 23:38:53,1333918521919725575,RT @TopeAkinyode: BREAKING: House of Reps condemns the UK Parliament's position on #EndSARS &amp; the allegation against General Gowon. The Hou…,Twitter for Android,,2456,0,91256461,MORENIKEJI (OUT NOW),Mrsingbaba,Abba's Cottage,4392,995,2009-11-20 03:01:33,False,"(Gooner)Preacher of Love, Truth and Nature.#Recordingartiste,#Songwriter, #Producer, #catalystforchange
Chartered Project Manager (GIPM)

IG:@callmesingnature"
15,2020-12-01 23:38:49,1333918507621347330,"@hotfm_lagos @CharityOwoh But do we need explain to Reekado, that he was suppose to be part of the #endsars movement .",Twitter for iPhone,,0,2,3420444957,T HIGH,tvofeek,Nigeria,409,476,2015-08-13 17:08:32,False,contact me : fikiiwayemi@yahoo.com AFRO BEAT music artist contact no: 08088000295.
16,2020-12-01 23:37:59,1333918294504517637,"RT @alfonslopeztena: ""Death is when you are afraid to speak the truth"" — In the midst of Nigeria's #endsars protests, @AishaYesufu says she…",Twitter for Android,,196,0,1315059115060801536,Oladele Iyanu,OladeleIyanu3,,34,79,2020-10-10 22:38:42,False,"I don't know why🤷 but i just love to Savage
  I love everything that start with S☺️"
17,2020-12-01 23:37:54,1333918276192186370,"RT @dondekojo: Even Oputa Panel was live on TV, the then President was summoned and he showed up to be questioned by Beko Kuti/ Falana. Let…",Twitter for Android,,1262,0,1203810224,EnergyGod,1manMopol328,unknown,83,243,2013-02-21 10:02:27,False,Nothing much to say😎
18,2020-12-01 23:37:52,1333918266121744387,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for Android,,2801,0,368368134,Ziko Abara,zikohercules,Nigeria ,766,938,2011-09-05 14:38:10,False,"Never give up 🔥............. 

Computer engineer........... 

FC Barcelona 🔥⚡"
19,2020-12-01 23:37:34,1333918191626694656,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for Android,,2801,0,2220446038,Osha,The_Phrontist,,2200,733,2013-12-11 23:11:40,False,Tech • RE • Security • Politics • Business • God Complex • Sociopath • Flippant • Libra • iENTP • Philosopher • Madridista • Thickness & Ass Lover
20,2020-12-01 23:37:16,1333918117093908488,RT @Ashoka: The #EndSARS protests against police brutality have rocked Nigeria and the world. #AshokaFellow @gbengasesan of @ParadigmHQ war…,TweetDeck,,12,0,192982672,Paradigm Initiative (PIN),ParadigmHQ,Africa,14638,460,2010-09-20 17:41:28,True,PIN works to deepen digital inclusion and digital rights in Africa. hello@paradigmhq.org
21,2020-12-01 23:37:09,1333918086844600320,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for Android,,2801,0,581902817,Ayodeji,PharmGatsby,Everywhere but nowhere,2195,2137,2012-05-16 15:00:47,False,Blessed!
22,2020-12-01 23:37:06,1333918075343622144,"Looks like you managed to ""arrest"" ghosts as well!

Just #EndSARS https://t.co/ZPFItYcD5t https://t.co/EjEQLwr7bE",Twitter for Android,,0,0,1251255905737293825,bRinE of Magodo,El_Tigrei,Vibes & Insh...,59,72,2020-04-17 21:07:26,False,Packaged New Sans
23,2020-12-01 23:36:43,1333917979071930369,"If you are a female virgin pls signify I have a gift for you , for real . #EndSARS #2020Wrapped #RealMadrid",Twitter for iPhone,,0,0,1328621222431764480,@BOBOMARTINEZI 🇺🇸🇳🇬 🎄🎄🎁🎁 ENDSARS!!!,BOBOMARTINEZI1,,214,390,2020-11-17 08:50:50,False,"Graphic artist , fitness trainer, Chief Justice on women affairs , and I love this too 🌿🌿🌿🍃. STUDIED AT UNILAG! I will always be present on ur TL ! 💀"
24,2020-12-01 23:36:41,1333917969626357761,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for Android,,2801,0,3249161332,A.,__Jenniferr,Lost in Space ,2271,868,2015-05-12 23:17:39,False,Praise be.
